% Model:              heat_case2.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 29 2023, 20:21
% Dimension:          2
% Nodes:              12657
% Expressions:        51
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (K) @ t=0              u (K) @ t=0.1            u (K) @ t=0.2            u (K) @ t=0.3            u (K) @ t=0.4            u (K) @ t=0.5            u (K) @ t=0.6            u (K) @ t=0.7            u (K) @ t=0.8            u (K) @ t=0.9            u (K) @ t=1              u (K) @ t=1.1            u (K) @ t=1.2            u (K) @ t=1.3            u (K) @ t=1.4            u (K) @ t=1.5            u (K) @ t=1.6            u (K) @ t=1.7            u (K) @ t=1.8            u (K) @ t=1.9            u (K) @ t=2              u (K) @ t=2.1            u (K) @ t=2.2            u (K) @ t=2.3            u (K) @ t=2.4            u (K) @ t=2.5            u (K) @ t=2.6            u (K) @ t=2.7            u (K) @ t=2.8            u (K) @ t=2.9            u (K) @ t=3              u (K) @ t=3.1            u (K) @ t=3.2            u (K) @ t=3.3            u (K) @ t=3.4            u (K) @ t=3.5            u (K) @ t=3.6            u (K) @ t=3.7            u (K) @ t=3.8            u (K) @ t=3.9            u (K) @ t=4              u (K) @ t=4.1            u (K) @ t=4.2            u (K) @ t=4.3            u (K) @ t=4.4            u (K) @ t=4.5            u (K) @ t=4.6            u (K) @ t=4.7            u (K) @ t=4.8            u (K) @ t=4.9            u (K) @ t=5
0.030000000000009908      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.025556103661828363      0.008061595911974938     0.025297896733206714     0.022848288533005395     0.02076846425070236      0.018875858256720557     0.017127496436824263     0.015514438851281646     0.014033128147528344     0.012689592398199723     0.011456402269791548     0.010330439602417321     0.009315578830506934     0.008404879744748074     0.007564825918728057     0.0068168673382980405    0.006155026447983048     0.005534800478564641     0.00498062978748532      0.004490501459087749     0.004039926520758186     0.003641953289645898     0.003284900145001593     0.0029554320299805593    0.00266248616212352      0.002397315022225764     0.002161535677184735     0.0019500905528185893    0.0017557461266330132    0.0015824323466963233    0.0014257597753874185    0.001287630464556262     0.0011610964521915695    0.0010485598899408809    9.461753893834688E-4     8.544117761321385E-4     7.713031521746273E-4     6.96420960925002E-4      6.293832092916312E-4     5.689333458305073E-4     5.146213293599068E-4     4.6562639113403734E-4    4.213720718251696E-4     3.816086349680005E-4     3.456743464404365E-4     3.131001304417932E-4     2.837717467757182E-4     2.571039018486999E-4     2.326960331193846E-4     2.1080625825396838E-4    1.9088608843478665E-4    1.7264859523476782E-4    1.5624765126801067E-4
0                         0.039999999999999966     0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.007960813878042849      0.034898009154437595     0.05247527823263564      0.04758987873597941      0.043325367490396366     0.03943153974033698      0.03582478741181017      0.03248907647888524      0.029418367390937148     0.026625598209425994     0.024058733356044387     0.02171195277534454      0.019592488111639637     0.017686577723603148     0.015927762370874534     0.01435857492219879      0.012967035722730865     0.011663956505273956     0.01049831833703463      0.00946602664970331      0.008517267249211246     0.0076785823434736625    0.006925802237302703     0.006231336216518657     0.005613675706962412     0.005054563559871407     0.004557374792803733     0.004111476224908117     0.003701680462824829     0.00333623507067881      0.0030058857693436823    0.0027146426667767373    0.002447856552491783     0.0022105921670627364    0.0019947363111127666    0.0018012781293350753    0.0016260695381875867    0.0014682062884590586    0.0013268827101641787    0.0011994479399375273    0.0010849528923081114    9.816667671531647E-4     8.883737839787369E-4     8.04548039718927E-4      7.287939652962089E-4     6.601225792888964E-4     5.982934808967955E-4     5.420725092784522E-4     4.906152073130258E-4     4.444663412247001E-4     4.024694623768154E-4     3.6401977951755547E-4    3.294417464980142E-4
0.040000000000009805      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.03525175875343548       0.008096870466716683     0.02033714774516451      0.01844400937713175      0.016760389482626845     0.015229153677032503     0.013815309672850941     0.012511474567296425     0.01131467881256517      0.010229762194859023     0.009234201709865712     0.008325429965308094     0.007506637045529404     0.0067721693065158186    0.006094723545290936     0.005491773382410962     0.004958459229874443     0.004458601561747978     0.004012069715635536     0.003617231893162254     0.0032542357644168326    0.002933659131127435     0.0026460629764046314    0.0023806722691564123    0.0021447084856763376    0.0019311153053074039    0.0017411971598873886    0.0015708793416189164    0.0014143327138362147    0.0012747244923296949    0.0011485202007017689    0.0010372514149653564    9.35322582955663E-4      8.44668281290944E-4      7.621917033503248E-4     6.882704085781383E-4     6.213210811561623E-4     5.609985700857069E-4     5.069951652610065E-4     4.5829878372351853E-4    4.1454690378833005E-4    3.7507835935703804E-4    3.394288097998583E-4     3.0739701215947124E-4    2.7844992763696757E-4    2.522096816546978E-4     2.2858420993182064E-4    2.071020276625787E-4     1.8744044709648013E-4    1.6980736042314715E-4    1.5376092234958586E-4    1.390699796527727E-4     1.258584928846799E-4
0                         0.049999999999999954     0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.008004313317759741      0.044927909371118215     0.0678043884105098       0.06152071287229031      0.05600974075742326      0.050977390336181726     0.04631577725414882      0.042004251814036116     0.03803504555530663      0.0344248955527166       0.031106673589854434     0.028072874480046726     0.02533282370842213      0.02286874996609463      0.020594830082648063     0.01856598953756111      0.01676675455030951      0.015081923164760798     0.01357476283674749      0.012239983006001697     0.011013219134923568     0.009928766206525066     0.00895538342594089      0.008057408124065113     0.007258741588728307     0.006535781036728672     0.005892889679910611     0.005316318953493677     0.004786432288453991     0.004313893290210007     0.0038867356030821685    0.003510144544854286     0.0031651778141727764    0.0028583844221477792    0.002579273395664605     0.002329123772557854     0.002102571774901172     0.0018984481416532619    0.0017157110948104717    0.0015509328894174471    0.0014028863051860274    0.0012693333248855727    0.0011487018734277245    0.00104031195355143      9.423590151416791E-4     8.535642581886486E-4     7.73616848523197E-4      7.009209524101281E-4     6.343846491523943E-4     5.747123671823559E-4     5.204087620555648E-4     4.7069181542200257E-4    4.2598106442363063E-4
0.0500000000000097        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.04507967908039134       0.008130749649741345     0.007771037144708052     0.007041460180255245     0.006399219054770128     0.005815127893040285     0.005275749901987179     0.004778262067872748     0.00432153819010322      0.003907424833284584     0.0035273770235825785    0.0031804213815630404    0.0028677673688733345    0.002587265009972164     0.0023285314051837112    0.0020982114470271865    0.0018944556864854375    0.0017034950162476035    0.0015328912557296805    0.0013820226819406757    0.0012433254621664483    0.0011208297894932829    0.0010109340400192004    9.095268099846616E-4     8.193635814415719E-4     7.37749781754897E-4      6.651835297751246E-4     6.001076439270469E-4     5.402947895842783E-4     4.8695511925273325E-4    4.3873755422652814E-4    3.9622755031431097E-4    3.572863278427261E-4     3.2265333718696753E-4    2.911449263965538E-4     2.629054051379775E-4     2.3732966636582945E-4    2.1428579889707614E-4    1.9365622694647925E-4    1.750541837100453E-4     1.5834114823032788E-4    1.4326449160046928E-4    1.296467817742373E-4     1.174111564671428E-4     1.0635393646215428E-4    9.633074518469954E-5     8.730643051109821E-5     7.910084204799983E-5     7.15906926924883E-5      6.485544644896179E-5     5.872628240920815E-5     5.311489166190601E-5     4.806864774064466E-5
0                         0.05999999999999994      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.008030531359905762      0.05494411636283822      0.08303186448839171      0.07536063129659228      0.06861115817956102      0.06244756770527027      0.05673786659511002      0.05145681624618304      0.046594927138433696     0.042172709983725465     0.03810802641586022      0.03439169503424616      0.03103512408472778      0.028016556536172164     0.025230920927459183     0.02274546134143456      0.020541231161250586     0.018477173240624947     0.016630754378489567     0.01499549551134406      0.013492572865303276     0.01216398565433091      0.010971467616239086     0.009871336218230232     0.008892867698335272     0.008007148650008948     0.007219524007228826     0.006513150468121196     0.005863971710419921     0.005285051415240174     0.004761729206519914     0.004300357787684276     0.0038777303386519323    0.0035018702626887633    0.0031599246514389732    0.0028534605049017558    0.0025759064478400287    0.0023258299725057037    0.002101954763951388     0.0019000813680239731    0.0017187062801315028    0.0015550876401931762    0.0014072994494542434    0.0012745086389338968    0.0011545043987560442    0.0010457200377020934    9.477747549748104E-4     8.587134497213319E-4     7.771983831048964E-4     7.040925818570746E-4     6.375640596264155E-4     5.766547489906523E-4     5.218786378053008E-4
0.0600000000000096        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.05506202698502711       0.008125997222759548     -0.007983451080621694    -0.007248440597461137    -0.006587783668977268    -0.005986679437549582    -0.005431510431412199    -0.0049194243449653735   -0.004449276151072198    -0.0040229755045413      -0.0036317411552661753   -0.003274573572460232    -0.002952714711839109    -0.0026639516965782837   -0.002397597857167967    -0.0021604924940442642   -0.0019507318510559727   -0.0017541425054720232   -0.0015785083216184913   -0.0014231892358770003   -0.0012803982849118824   -0.0011542845512034893   -0.0010411404652980111   -9.367336821738637E-4    -8.439007392831008E-4    -7.598679692365113E-4    -6.851481123453363E-4    -6.181386246771275E-4    -5.5654719498434E-4      -5.016192873071231E-4    -4.51964497078426E-4     -4.0818532097487134E-4   -3.6808059323347283E-4   -3.324113332661787E-4    -2.9995928646881154E-4   -2.7087298111993136E-4   -2.44529563389285E-4     -2.207932555223411E-4    -1.9954301353443304E-4   -1.8038070438153794E-4   -1.631637209081984E-4    -1.476319770597161E-4    -1.3360281059205713E-4   -1.2099705551228296E-4   -1.0960502620169592E-4   -9.927807276868324E-5    -8.997996684407167E-5    -8.152523759425524E-5    -7.378694251167801E-5    -6.6846839646964E-5      -6.05311165607122E-5     -5.4748835323623495E-5   -4.954874028814303E-5
0                         0.06999999999999992      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.008048683977392593      0.0649573822691319       0.0981720734897405       0.08912244533835557      0.08114135549937306      0.07385280631479264      0.06710085166431316      0.06085569005994002      0.05510611868978189      0.04987640053647507      0.04506946053963196      0.040674449103700334     0.03670484727137468      0.03313493318553005      0.029840488008847615     0.026901009843843724     0.02429409774249701      0.02185297713880942      0.01966923851303408      0.017735220774867447     0.015957719705866322     0.01438639676880737      0.012975999498160204     0.01167487031890486      0.010517630379714033     0.009470085701350564     0.008538557384760018     0.007703125078795559     0.006935337922459739     0.0062506459886762025    0.0056317103377785125    0.005086044361029004     0.004586201176442543     0.0041416701238677555    0.003737249914048972     0.003374793856645701     0.003046529908143825     0.002750763824597175     0.0024859860986731056    0.002247229993452985     0.00203271730381221      0.0018392052147393099    0.0016644158329487465    0.001507363893155295     0.0013654346547225164    0.0012367751848863043    0.0011209351159023335    0.0010156021388646847    9.191941051728136E-4     8.327317294697179E-4     7.5404831262039E-4       6.820107464780398E-4     6.172269281822766E-4
0.0700000000000095        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.06504751758514461       0.008112116619783942     -0.020661909820813566    -0.01874336506525809     -0.017034664080569622    -0.015479875252365416    -0.014043921415130596    -0.012719456054832006    -0.011503518821145855    -0.010401053604483424    -0.00938931226583867     -0.008465705286226326    -0.0076334502432814704   -0.00688681729313446     -0.0061981352400373585   -0.005585113214133388    -0.005042823022688892    -0.004534574379046036    -0.0040805171241323325   -0.0036789949225414192   -0.003309856928778263    -0.0029838400008969867   -0.0026913545195239538   -0.0024214535345559967   -0.0021814737432129887   -0.0019642429271707665   -0.0017710869431164457   -0.0015978629859392994   -0.0014386448129070381   -0.001296652331181736    -0.0011682914545000954   -0.0010551195893037      -9.51446687266036E-4     -8.592399956086513E-4    -7.753502757287412E-4    -7.001614793330154E-4    -6.320634521638683E-4    -5.707051938502019E-4    -5.157737735522254E-4    -4.662399483395388E-4    -4.2173504539050056E-4   -3.815866787292882E-4    -3.4532262883035184E-4   -3.1273822294276523E-4   -2.8329137762380866E-4   -2.5659779820792235E-4   -2.325638308865191E-4    -2.1070998863315286E-4   -1.9070809654314361E-4   -1.7276953212206093E-4   -1.564449478870782E-4    -1.4149925137252694E-4   -1.280584752001283E-4
0                         0.0799999999999999       0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.008068109873320677      0.07497282229797242      0.11329611520760641      0.1028717112191835       0.09365971941767957      0.08524691765102559      0.07745342367575563      0.07024486562191791      0.06360832063064975      0.0575717986309216       0.05202326660044406      0.0469502036965126       0.042368167551138265     0.03824747033777382      0.03444474032092181      0.031051733156749462     0.028042593496192588     0.025224828833362717     0.022704153615507486     0.020471725140041804     0.01841996378700064      0.01660619058092193      0.014978172215411185     0.013476282194718652     0.012140482475505796     0.010931303662808159     0.009856042071222539     0.008891703811874553     0.008005448366607175     0.007215109574216733     0.00650067316518299      0.0058708118173414       0.005293843671939173     0.004780722247299601     0.00431390071263553      0.003895518341129531     0.003516603867749426     0.0031752016279132417    0.0028695691987151825    0.0025939734797128873    0.0023463618910113675    0.0021229912556742637    0.0019212322042436844    0.0017399474484741885    0.001576118796530878     0.00142760741127051      0.0012938934353998036    0.0011723077742069466    0.0010610241564749606    9.612207930515536E-4     8.703966667064642E-4     7.872438331048382E-4     7.124639869617553E-4
0.0800000000000094        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.07502268316492997       0.008102008020022191     -0.02545228612644076     -0.02307589148349032     -0.020970696217829484    -0.01905627262058807     -0.017288490842260792    -0.015658060177874786    -0.01416127584605896     -0.01280418279012773     -0.011558745642636184    -0.010421769968672605    -0.00939722497733997     -0.008478061119343806    -0.0076302339315363265   -0.0068755313349756686   -0.006207889739730966    -0.005582165851949418    -0.005023151797093571    -0.004528809541707138    -0.004074344532021816    -0.003672967906219931    -0.0033128760488990556   -0.002980594641234549    -0.002685154234798198    -0.0024177250343743015   -0.002179939316408371    -0.0019666953099669138   -0.0017706953848276978   -0.0015959045139248634   -0.0014378963819932868   -0.0012985890208778849   -0.0011709756684745547   -0.0010574788056640146   -9.542206208913656E-4    -8.616738929336726E-4    -7.778560885568251E-4    -7.023350269761125E-4    -6.347254488679091E-4    -5.737601282714753E-4    -5.189851774896475E-4    -4.695728051794717E-4    -4.2494163414235605E-4   -3.848397497041576E-4    -3.485997668271201E-4    -3.157485893008948E-4    -2.861709801882445E-4    -2.5927663515664783E-4   -2.346615558815717E-4    -2.1258605655256096E-4   -1.924969476664383E-4    -1.7410483668654582E-4   -1.5756492613296804E-4
0                         0.08999999999999989      0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
0.008082932775018545      0.08498426595129667      0.1283005749547453       0.11651380490104944      0.10608041344284656      0.09655202122679134      0.08772502532479602      0.0795605210749928       0.07204387741449082      0.06520682220679262      0.05892246992758616      0.05317664010537685      0.047986952525227326     0.04331978269186703      0.039012747473795815     0.03516976952166439      0.031761564902557986     0.028570115379127018     0.025715153807177694     0.02318666484615148      0.020862802655284465     0.018808489646744902     0.016964565686202655     0.015263497015186629     0.013750545074861066     0.012381006247448999     0.011163144446273884     0.01007091642461825      0.009067126493598789     0.008171973538904921     0.007362789068277103     0.006649395899889328     0.005995910597617567     0.0054147393109290655    0.004886008174188011     0.004412140167815901     0.003982974266138647     0.003596295446375172     0.0032501302063185525    0.0029379851263866357    0.0026575354149425186    0.002404541477402176     0.002176025239308744     0.001970698585823281     0.0017851430546781857    0.0016169361576149138    0.0014654890941774286    0.0013277787961582176    0.0012017367934900804    0.0010886975503158287    9.858283662476164E-4     8.916478382205328E-4     8.069507190514119E-4
0.0900000000000093        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0                        0
