% Model:              heat_case3.mph
% Version:            COMSOL 6.0.0.354
% Date:               Mar 29 2023, 20:11
% Dimension:          2
% Nodes:              13312
% Expressions:        31
% Description:        因变量 u
% Length unit:        m
% X                       Y                        u (K) @ t=0              u (K) @ t=0.1            u (K) @ t=0.2            u (K) @ t=0.3            u (K) @ t=0.4            u (K) @ t=0.5            u (K) @ t=0.6            u (K) @ t=0.7            u (K) @ t=0.8            u (K) @ t=0.9            u (K) @ t=1              u (K) @ t=1.1            u (K) @ t=1.2            u (K) @ t=1.3            u (K) @ t=1.4            u (K) @ t=1.5            u (K) @ t=1.6            u (K) @ t=1.7            u (K) @ t=1.8            u (K) @ t=1.9            u (K) @ t=2              u (K) @ t=2.1            u (K) @ t=2.2            u (K) @ t=2.3            u (K) @ t=2.4            u (K) @ t=2.5            u (K) @ t=2.6            u (K) @ t=2.7            u (K) @ t=2.8            u (K) @ t=2.9            u (K) @ t=3
-6.328358208955159        -12                      2.3381722347767717E-5    0.02759701308701788      0.03574104480103454      0.041466439267993024     0.04703055711137926      0.05356331754417596      0.061720637256863366     0.07167166119544856      0.08338377603953918      0.09643238884175608      0.1104770630874811       0.12499278224395267      0.13993467649051616      0.15510716188854148      0.1701639281892192       0.18516456039960197      0.199828200942846        0.2142436666742166       0.22822534960411586      0.2418467249657085       0.25503696578199936      0.2677860473242329       0.28007038723759903      0.2919002465137618       0.3032460965148854       0.3140983582564022       0.3245322826359602       0.33451831766409584      0.3440651313661341       0.3532329012069125       0.3620181674301211
-7.389987489794263        -11.807725373224637      5.7823898695284565E-6    0.018297151452346287     0.03103339681259078      0.03989013971848409      0.04660736065360744      0.05209674473907983      0.05705758829281805      0.06197860021760502      0.06730718276195746      0.07313438656334009      0.07962881802320397      0.08687281797925107      0.0948195789431794       0.10331903878015848      0.1121900455250154       0.12142140195414049      0.1307739233787442       0.14030705933034462      0.14979233849318463      0.1593166840963324       0.16873996529510285      0.17804234821026169      0.1871736795411931       0.19610890151243457      0.20479345153437303      0.21319010632494284      0.2213541107097962       0.22922646999896343      0.236792133501764        0.24411870172833347      0.25117166394872853
-7.283582089552169        -12                      2.367935055380694E-5     0.028868794731416476     0.039731497047500355     0.04726702191516363      0.05304757974775089      0.057840920098228533     0.0622585509962121       0.06672617118677665      0.07162719992437695      0.0770202556648563       0.0830345806990176       0.08971332100060075      0.0970126497343786       0.10479393757056572      0.11288328826807799      0.12127526906649018      0.1297518533624212       0.1383687809294614       0.14692452765899183      0.15549596723578937      0.1639625452876566       0.17230719875567369      0.1804868727269684       0.18848120252116815      0.19624314654682365      0.20374117021895252      0.21102536577075257      0.21804497976656564      0.2247879229406989       0.23131358439626462      0.23759304544646506
-7.157391487969406        -11.805722541696587      5.522687561504853E-6     0.016397372015457403     0.027570562030854482     0.03585489836956474      0.04247425656920064      0.048238619615109814     0.053827157440132146     0.05971680384357363      0.0663207201109018       0.07365384321775169      0.08181753265303861      0.09078802410517073      0.10050792952924355      0.11079952815062992      0.12142428076933855      0.13238421970217587      0.14340092774132976      0.154548169039793        0.16557984240347112      0.1765901877073768       0.1874374253960623       0.1981014882346019       0.20853193216135302      0.2187072884169221       0.2285720219730252       0.23809005156757782      0.24732548529673984      0.25621865253945925      0.26475709425291444      0.2730132384451984       0.28095463960835204
-7.044776119402917        -12                      2.337845961660558E-5     0.027916913903552474     0.03750248598991916      0.044446102360398726     0.05006143397155658      0.055052204687651596     0.060021874543180566     0.06538006608809269      0.07146897173490313      0.07826652134202021      0.08582961227367247      0.09409398765538145      0.10300733823758605      0.11240634514799241      0.12206403575540238      0.13198874995853696      0.14192952302872763      0.15195479003665416      0.1618511709285843       0.17170065496720055      0.18138451514993523      0.19088594706062953      0.20016285262222724      0.2091991231150946       0.21794809412666213      0.22638031678178985      0.2345534957813983       0.24241766213696433      0.24996373520842538      0.2572543812242978       0.26426362690574645
-6.921017397201449        -11.804425178187694      5.4416220308266425E-6    0.01576715812899585      0.02568140596458307      0.033235743075345076     0.03963668035452677      0.04568290173021174      0.05205454788470643      0.0591881484738847       0.06741865466796866      0.0766437504763194       0.08685572555101571      0.0978835288734304       0.10966312658930101      0.12199112900635424      0.13456832291398138      0.14741481445901547      0.16021960732630672      0.1730700123414717       0.1857125058821387       0.19824491187140272      0.21053233230222432      0.22255567394222786      0.2342673692065099       0.2456525459015567       0.2566578918553865       0.2672513303450513       0.2775055240261579       0.28736373552474653      0.29681807577975466      0.30594350697807865      0.3147126329187437
-6.805970149253664        -12                      2.3256685028310788E-5    0.027662342824762695     0.03639723417031725      0.042740922240173555     0.04816107947511624      0.05340626900412326      0.059097818027794354     0.06560507322878341      0.07319119211382359      0.0817199305307983       0.09114136840200882      0.10125303568352055      0.11199874261973668      0.12319394837551488      0.13455932863498007      0.14612042804362016      0.15760167798705768      0.16908254735253866      0.18034754411647339      0.1914801556978576       0.20237080855814535      0.21300399384676436      0.2233412802714928       0.23337326585644902      0.24305641885248278      0.2523657788552599       0.2613660944766365       0.2700112835262664       0.2782968788938717       0.28628678165486365      0.2939604275634759
-6.683311756739786        -11.804554939096937      5.4367616783147705E-6    0.015637518037994385     0.02483485386909877      0.03177915912546154      0.03804216243235889      0.044549670938165364     0.052002906040866693     0.060760464922042075     0.07102911600358786      0.08255587583880553      0.09518692257614203      0.10857494715302286      0.1226558380007259       0.13720843390771556      0.1518800572816266       0.16671115055223254      0.1813716145041431       0.1959589276087417       0.2102248880910422       0.2242661135630135       0.2379632807077139       0.2512995007076717       0.26423329047939387      0.2767591838775055       0.28882936963498335      0.3004185753106025       0.31160699298073075      0.3223445188207765       0.3326296382632654       0.34253732680840004      0.35204806047437814
-7.815120596501231        -11.403229691004068      5.8578432124288304E-6    0.018827487008838278     0.03163500355946891      0.04047926433445842      0.04713941057152496      0.052493922021377655     0.05720848646670367      0.06175617493510189      0.06658428322663822      0.07182232417316625      0.07766910030727393      0.0842562349967906       0.09154204328943594      0.09939243307644345      0.10765656759350963      0.11631411372935042      0.12514193493660006      0.13419230246506905      0.1432382036178321       0.1523655808011549       0.16142879169041827      0.17040722232097805      0.17924854084507216      0.18792403135632188      0.19637721268114447      0.20456829710124044      0.21254888420904838      0.22025766934958194      0.22767704289559923      0.23487415340570814      0.24181143512851885
-8                        -11.280000000000001      2.4121150678244843E-5    0.028844507772229144     0.0396864972279838       0.04720849526891153      0.05294473544033094      0.0576051575184972       0.061753739614692556     0.06579855707016549      0.07012645194581837      0.07484679169642865      0.08012942930398882      0.08607980433271219      0.0926592877917282       0.09974740469792782      0.10720554975445888      0.11501636151973782      0.12297767884939337      0.13113728451758005      0.13929135453679012      0.14751709908643115      0.15568445297778655      0.16377500700729114      0.1717420359147618       0.17956001769966598      0.1871785016846829       0.19456200191365217      0.20175681304882678      0.2087081940714514       0.215400476659693        0.2218935031680117       0.22815382645574414
-6.207767580555142        -11.805906991369538      5.472900912321866E-6     0.015673446066850033     0.02445290380821311      0.031018828392210474     0.037959172783052664     0.04664924559482713      0.057736521164433        0.07125161526736189      0.08697700244375108      0.10432440482321449      0.12278480762546677      0.1416363101303143       0.16083597585839468      0.18017453886573656      0.19925411078865787      0.21814889276274554      0.23654870267699324      0.2545535745986833       0.27196697431753164      0.2888673431430084       0.3051893235351247       0.3209236648998513       0.33604941886006845      0.35058660175529005      0.36450706769915003      0.3778061392047065       0.3905739335938079       0.4027834541550758       0.41444997040859516      0.4256411628478592       0.43635996094719115
-6.089552238805906        -12                      2.342459898655915E-5     0.02759528522500339      0.03569329348160206      0.041469530667177366     0.0476095104976182       0.055435597707554636     0.06553617439948674      0.07789266112554875      0.09224998981896342      0.1080413337021937       0.12476639767829269      0.14174364934777164      0.1589423904954972       0.1761862970538367       0.19312939049715838      0.2098422720857742       0.22606847048442388      0.24189272934102735      0.25716138019947793      0.2719362939731926       0.2861744653717524       0.29986980750016645      0.3130092469670071       0.32561517564717213      0.3376682888945526       0.3491691949533334       0.3601958692708213       0.3707307041573065       0.3807902494022544       0.39042990223401985      0.39965706589999
-7.807580894495048        -11.163942272437566      5.541682101988945E-6     0.016518785186857166     0.027732355582986774     0.03601718763710162      0.04255277968819882      0.04805969702364576      0.05314973055806572      0.05828301369747959      0.06389007223100894      0.07006963354491912      0.07699264522253525      0.084736495122106        0.09325047897585419      0.10238280871019552      0.11194723341146111      0.12192769019184836      0.1320683511784593       0.1424314755572508       0.15276692326727967      0.16316966570858785      0.17348333606827693      0.18368580245603924      0.19372098258658552      0.2035593832964114       0.21314025058599104      0.22242140258043852      0.23146096092848786      0.2401931275163052       0.24859988264577285      0.25675414744414043      0.26461649040057905
-8                        -11.04                   2.3510785737241195E-5    0.02790770147390918      0.037470935860533454     0.04438465378257822      0.04988700915924455      0.05456593007351004      0.0589443388713107       0.06341600443552596      0.06834835733352888      0.07381834097004036      0.0799661042887876       0.08684406532958895      0.09440608292288201      0.10251644151768839      0.11100498908230444      0.11985929298731124      0.1288505208556785       0.13803507326494618      0.14719229798647057      0.15640605253164538      0.1655396344957631       0.17457369525509914      0.18345922348264446      0.19217067054595527      0.20065490271769956      0.20887513662693044      0.2168826571778015       0.22461994552215173      0.23207138211885522      0.2393006030222268       0.2462733281395233
-5.969519288001183        -11.806207079024022      5.473510500983101E-6     0.01568788736232549      0.02446463333668569      0.031308730627281074     0.03932845706828741      0.05001681671892618      0.06384509710077395      0.08057208550469307      0.09968924644733988      0.12046333129659743      0.14220847324034355      0.16403754297105955      0.18592575999961977      0.2077009256699763       0.2289862914971891       0.24986365962701598      0.2700644688340401       0.28967958009226763      0.3085573118584653       0.32675959884840067      0.34425698484097916      0.3610453006532263       0.3771171069433827       0.3925074015438476       0.40720128889252133      0.4212069352241726       0.434616192957431        0.44741752460337336      0.4596358100542662       0.47133179651085316      0.48252191898832325
-5.850746268656653        -12                      2.343956970117259E-5     0.027595100602878047     0.035704667081065365     0.04176756156198782      0.04892017560937589      0.058570832870803176     0.07113201693938719      0.08633284605991447      0.10365494679373359      0.1224129354082345       0.14195641070503381      0.16146852995515065      0.18093581990533134      0.2002198814907067       0.2190019679421034       0.23735703037496694      0.25507036080219014      0.2722166804377305       0.2886837699000197       0.30451814966613117      0.3197085409943092       0.3342533475108043       0.34815141123615706      0.36143806847646115      0.3741057491986825       0.38616628154481286      0.39769842052443966      0.4086982364991683       0.41919053424075026      0.4292242758271534       0.43881857824673554
-7.806078278798055        -10.923116959910708      5.489021130851391E-6     0.015852756211011013     0.025775055819875384     0.033294794983499514     0.03948757722061679      0.044976190375026336     0.050338289867049336     0.05601103825948328      0.06239072958615544      0.06952540652798216      0.07753876197332386      0.08643406801642407      0.09615314627159645      0.10652666155441537      0.11733024077776096      0.1285551911536452       0.13991653388550843      0.15148637593469247      0.16299804902369341      0.17455313786932625      0.18599002778497428      0.1972858441052913       0.20838275287718236      0.21925196477072847      0.22983054268649197      0.2400755720456684       0.2500506308769785       0.2596877311567897       0.26896938443830104      0.2779720194464426       0.2866560351476473
-8                        -10.799999999999997      2.33885563884633E-5      0.02765982789466076      0.036378171096551136     0.04266521477509947      0.047837394152707303     0.05244372211147274      0.05699658117268689      0.0618751647022485       0.06742004858064084      0.07366105391050634      0.0806954835034014       0.08850969062638885      0.09705135916142381      0.10616866717595747      0.11565722978376891      0.12551204836000235      0.1354798904745934       0.14562578421664438      0.15571691573263347      0.16584208791997626      0.1758619288952998       0.1857567122014512       0.1954765902349497       0.20499708291484645      0.21426388555866724      0.22324013131371065      0.23198138549075653      0.24042901829218907      0.24856815954561595      0.2564646156773636       0.264084521391398
-5.731079602612514        -11.806274773217234      5.469913212251569E-6     0.01569156309676482      0.024530859634917888     0.031984438140488125     0.041677972079547675     0.055034494963731924     0.07220888275792747      0.09262425533303874      0.11544948822023997      0.13984462094262184      0.1649701321834687       0.18980782717766542      0.21435262971824345      0.238489450192676        0.26189273386438594      0.28464390834417447      0.3065342987390476       0.3276392914892146       0.3478618442990204       0.3672435110144204       0.38579446918648         0.40351615932830825      0.42041597860215635      0.4365444649079509       0.4519014355713466       0.46650879739379963      0.480457801453456        0.493754027597854        0.506432168092159        0.518544282983589        0.5301209753321037
-5.611940298507401        -12                      2.34294210033321E-5      0.0275953154011473       0.03575719966953158      0.042350528812010825     0.050976219740298596     0.06296919504539863      0.07844627592291105      0.09683280929569082      0.11732464938456529      0.13915321987788393      0.16154091368545742      0.18356676057180163      0.2052351113536696       0.22646160839498589      0.24697923868204905      0.2668603689767596       0.28594600504195977      0.30429592071698847      0.3218463325259797       0.3386256211286906       0.3546565461263835       0.3699423288739561       0.3844945359427286       0.39836162452142515      0.4115486794922026       0.42407922599909775      0.436030874197751        0.4474144150379112       0.45826288484872074      0.46861751516301003      0.4785094127676525
-7.806263736789823        -10.68181139670989       5.450936034315446E-6     0.01572319903682717      0.024915566608984526     0.03176228998736667      0.037570042232523        0.042979181188504086     0.048574270515289196     0.05477230753305631      0.061929881600325        0.07003016882597057      0.07913730318416207      0.08916989889318143      0.10006433332677205      0.11163339811705665      0.1236133884627638       0.1360054293684396       0.14849928788831798      0.1611764538250722       0.173759643056329        0.1863548721153894       0.19879992602500288      0.2110718451557174       0.22311273653098576      0.23489572537109896      0.24635746879586384      0.25745571039416876      0.2682584788807394       0.278697551459733        0.288756735814148        0.29851399501247705      0.3079309680640583
-8                        -10.559999999999999      2.3393231295994592E-5    0.02760673266280037      0.03590639800902845      0.04171242721282616      0.046571981279972564     0.05108984223192838      0.05580389471770301      0.06108534821453346      0.06724764914711893      0.07426424471992424      0.0821822803713418       0.0909166301804656       0.10041045710548328      0.1104953910790877       0.12093222847478707      0.13172517271349046      0.14259974732341837      0.15362915386805898      0.16457286834624188      0.17552299078357195      0.18634089197889034      0.19700695059300988      0.2074717242012265       0.2177126739409914       0.22767563042612524      0.2373246576810536       0.246718826326314        0.2557998312970474       0.2645541005655077       0.27304813646489556      0.28124951363935147
-5.492532805990482        -11.806098161197456      5.459761081512249E-6     0.015683627542522064     0.02465528943654231      0.03307763073881096      0.045035629429600384     0.06165724905330417      0.0826525467793932       0.10707205097950494      0.13375743522533623      0.16180860076150252      0.1902679253111754       0.21802875389780738      0.24510476811593093      0.271452764504934        0.29682264506396455      0.3212882609929906       0.3447139077623497       0.3671548425786732       0.38857506042867285      0.4089931558693429       0.4284606946005051       0.4469849751428043       0.4645888174459971       0.48133807322576344      0.4972480017416228       0.512354468028862        0.5267459264748373       0.5404458600702196       0.5534985125888544       0.5659460012461731       0.5778330705094151
-5.373134328358148        -12                      2.340324097384113E-5     0.027595895787022883     0.03585487433117238      0.04323087314480411      0.05375394361941372      0.06850736745583758      0.08721170152809317      0.10896358097079677      0.1326749042139734       0.15753356073571723      0.182666257775252        0.2070840045117617       0.23080753265112897      0.25381714749451534      0.2759156121735884       0.29716694063952054      0.31747668239789956      0.3368864060141516       0.35538457470558366      0.37297986176690023      0.38972963184117265      0.4056420042215198       0.42074142746970583      0.43508899211096924      0.4487027087064583       0.4616176909342709       0.4739086901850394       0.4856014875266322       0.49673694440083055      0.5073477303745254       0.5174766356480087
-7.806080360523972        -10.440998429812034      5.439477736504942E-6     0.01568675877749839      0.02455741815426517      0.03094791102946112      0.036444930366538675     0.04179972535361801      0.04763983478802263      0.05437022034502915      0.062309477091888506     0.07136949163912444      0.08155017927328735      0.09268395514860199      0.10470370095808791      0.11740467060793809      0.1304850209896238       0.14395703895769071      0.1574895797746554       0.17117264369284269      0.18472337840163933      0.19825034572819933      0.21159433607299835      0.22473281518258928      0.23760913886475654      0.25019921647242777      0.26244068414872435      0.27429299105372135      0.2858276473446529       0.29697771767195635      0.3077288377260721       0.3181588631353023       0.32823171661321743
-8                        -10.32                   2.3384338380929473E-5    0.02759687831339838      0.03572804488548271      0.041236516175607196     0.045865833349188506     0.050332045675296415     0.05522327910540472      0.06091039190570471      0.06768291629382948      0.07545527748156809      0.08422308777500649      0.09383128057455477      0.10422002439921259      0.11520504275258274      0.1265141961039897       0.13816161864934048      0.14985540955334453      0.16167605641455593      0.1733792430623873       0.18505889038600695      0.1965797308173121       0.20792261881688848      0.21903946349976441      0.22991025269974866      0.24048196209513037      0.25072032732103655      0.2606871067024231       0.2703254275481529       0.27962336457457526      0.28864685731363404      0.2973656473860465
-5.253731343283522        -11.80602582045504       5.430813433411032E-6     0.015682061627967866     0.0248742098845039       0.03462490380943617      0.049336631886427056     0.06963202886768628      0.09469363214830585      0.12319956215466722      0.153688686347178        0.18524629355453537      0.21683766665754137      0.24731184937785314      0.2766986679713191       0.3050338043375604       0.3321574082307743       0.35813067964082407      0.3828973698967621       0.40649012285627845      0.42893637297307613      0.45023071838109346      0.4704657329815907       0.48965451952565714      0.5078351121481633       0.525087666177399        0.5414428150457758       0.55694989788691         0.571692730933029        0.5857125357624561       0.5990624061968212       0.6117738576150916       0.6239050644346694
-5.134328358208895        -12                      2.3382606887851955E-5    0.027597040871631034     0.036005151405874        0.04439484756380525      0.057125478938166885     0.07487164070796672      0.09690116914257307      0.12198975627752633      0.1487912708641439       0.17648624026916057      0.20413968384277026      0.23072968660589535      0.25629065263922696      0.2808710329204247       0.30435240544025616      0.32678681021920664      0.3481471713581425       0.36845558506589776      0.3877530148466371       0.4060282361215906       0.42337195976151637      0.43979702482736416      0.45534024240787546      0.47007421686340556      0.48402947039741684      0.4972520127279864       0.5098124136802111       0.5217509003502321       0.5331154042047863       0.5439297424905106       0.5542475243130065
-7.805986608085564        -10.200457776427927      5.443829130127635E-6     0.015677292761835243     0.02442967887352881      0.030568361744529985     0.03587363203982604      0.04124025468775649      0.04735605941838845      0.054620903725637944     0.06331982987223223      0.07329507531020261      0.08448459203160523      0.09664065873181592      0.10969420874473489      0.12342467252088808      0.13749603350180828      0.15193180101631018      0.16638475182934595      0.18095210377517487      0.19534965502674959      0.20968690604566956      0.22381021540499638      0.23769783696087346      0.25129529548977336      0.2645817810454549       0.2774969034081583       0.29000250729212995      0.30217257475751674      0.3139425480327876       0.32530016330091766      0.3363218063141025       0.34697434091371054
-8                        -10.079999999999998      2.3393344544332797E-5    0.027595215460523986     0.035668588380347435     0.04102530828192943      0.04552403385245327      0.04999740448772302      0.05509101254410826      0.06117988367940395      0.06853341772094092      0.07701065762621243      0.08655936103485491      0.09696156198858942      0.10815560988925604      0.1199432746043761       0.13202369004097603      0.14442054332721765      0.15682867749002244      0.16933463795308615      0.1816934620760203       0.193999678320417        0.20612306207232503      0.21804518156340494      0.22971989530192327      0.24112996790128963      0.25222417906107525      0.26297035578303884      0.27343209503839955      0.28355467500509407      0.2933279339708956       0.30281624666092316      0.3119919019264877
-5.014816067082204        -11.805944287251503      5.41471360701776E-6      0.015681873080328982     0.025191207107017694     0.03656138390391638      0.054306702647289186     0.07840074894603756      0.10748033407743889      0.13988747531685167      0.17390585777865028      0.20864224099377285      0.2430234366698766       0.2758924557538905       0.30729190502058207      0.3373348481028286       0.36595529339432686      0.3931995014795136       0.4190899774994254       0.443636627678986        0.46692835599380444      0.4889364205641625       0.5097917953264068       0.5295130181066826       0.5481523080914324       0.5658024165643295       0.5825084412138896       0.5983320246780409       0.6133510910514436       0.6276234495396724       0.6412099560363668       0.6541315530473789       0.6664584939836947
-4.895522388059643        -12                      2.3375874667300125E-5    0.027598917493840695     0.03620528085696153      0.045761164507773906     0.06081215975498542      0.0815279134574664       0.1067233990561735       0.13489100540970902      0.16447061145140743      0.1946618968527785       0.22449853186139748      0.25295421228053544      0.28007384788490103      0.30597029954420957      0.33060331446725555      0.3540118267261922       0.3762329039762469       0.3972699016697225       0.4172128864331231       0.43603196203113564      0.4538481053535734       0.4706784392617743       0.4865709491047639       0.501608088333017        0.515831786242954        0.5292977051578827       0.5420714442082125       0.5542063261183774       0.5657562982494296       0.5767366106435242       0.5872103218583767
-7.8060703098204804       -9.960195460363993       5.453392886799962E-6     0.015680749794863655     0.024395892481514216     0.030422760373651037     0.03565024288001418      0.04109898371545478      0.04751460309090417      0.05529464639273284      0.06469534050404473      0.0754976525884229       0.08758517640586151      0.10064163047271939      0.11459702937696468      0.1292179886493285       0.14414049826836453      0.1593981651390578       0.17463256535779836      0.18994656975176924      0.20505775464983864      0.2200753333021714       0.23485261070439742      0.24936882389738746      0.263572146323471        0.27744511894234275      0.29092987681637167      0.30399094552828104      0.31670374827608855      0.3290067000485219       0.3408896212036057       0.3524263968743975       0.3635870545567905
-8                        -9.839999999999996       2.3411433318112234E-5    0.02759495091979448      0.0356510402168133       0.04094514479777193      0.04539608003532075      0.049928648713106684     0.05523817269244454      0.06170408909184693      0.06957878666783791      0.07867444369884223      0.0888983261755662       0.09998042914054965      0.11185809063595552      0.12432214863711172      0.1370489446794575       0.15007040482512018      0.16307229049206287      0.176145767812262        0.1890474777020598       0.20187165519791084      0.21449382235738923      0.2268963607861797       0.23903531165558134      0.25089610093952613      0.2624296068933692       0.27360582904470293      0.2844893192087908       0.29502781478984047      0.30521278976504845      0.3151063230898082       0.32468326495806443
